Bd1	0	409	64-SD-ZT20-ELF3OX-RERUN_S8_peak_1	143	.	5.21665	14.34508	8.928930000000001	151
Bd1	59860	60300	64-SD-ZT20-ELF3OX-RERUN_S8_peak_2	21	.	2.3721400000000004	2.19008	0.0	156
Bd1	168026	168329	64-SD-ZT20-ELF3OX-RERUN_S8_peak_5	20	.	2.26281	2.02481	0.0	157
Bd1	211892	212311	64-SD-ZT20-ELF3OX-RERUN_S8_peak_6	28	.	2.7509799999999998	2.8235200000000003	0.0	275
Bd1	212397	212694	64-SD-ZT20-ELF3OX-RERUN_S8_peak_7	21	.	2.48751	2.17688	0.0	144
Bd1	216198	216733	64-SD-ZT20-ELF3OX-RERUN_S8_peak_8	34	.	2.95985	3.4542900000000003	0.30495	415
Bd1	301770	302002	64-SD-ZT20-ELF3OX-RERUN_S8_peak_10	17	.	2.0295099999999997	1.78085	0.0	74
Bd1	302330	302623	64-SD-ZT20-ELF3OX-RERUN_S8_peak_11	17	.	2.0295099999999997	1.78085	0.0	181
Bd1	303595	303788	64-SD-ZT20-ELF3OX-RERUN_S8_peak_12	21	.	2.5314200000000002	2.17688	0.0	136
Bd1	304319	304728	64-SD-ZT20-ELF3OX-RERUN_S8_peak_13	17	.	2.29936	1.78085	0.0	294
Bd1	316661	317003	64-SD-ZT20-ELF3OX-RERUN_S8_peak_14	29	.	2.78273	2.9906099999999998	0.0017	204
Bd1	386134	386350	64-SD-ZT20-ELF3OX-RERUN_S8_peak_15	21	.	2.35577	2.17688	0.0	45
Bd1	386783	387025	64-SD-ZT20-ELF3OX-RERUN_S8_peak_16	28	.	2.66316	2.8235200000000003	0.0	114
Bd1	407432	407744	64-SD-ZT20-ELF3OX-RERUN_S8_peak_17	19	.	2.0851	1.9185400000000001	0.0	142
Bd1	409447	409665	64-SD-ZT20-ELF3OX-RERUN_S8_peak_18	30	.	2.7226	3.01728	0.020030000000000003	154
Bd1	413478	413867	64-SD-ZT20-ELF3OX-RERUN_S8_peak_19	15	.	2.20928	1.57489	0.0	283
Bd1	424134	424363	64-SD-ZT20-ELF3OX-RERUN_S8_peak_20	20	.	2.1928	2.02481	0.0	68
Bd1	498573	498804	64-SD-ZT20-ELF3OX-RERUN_S8_peak_24	17	.	2.0517	1.7287	0.0	79
Bd1	505913	506322	64-SD-ZT20-ELF3OX-RERUN_S8_peak_25	21	.	2.4436	2.17688	0.0	277
Bd1	506483	506838	64-SD-ZT20-ELF3OX-RERUN_S8_peak_26	21	.	2.35577	2.17688	0.0	58
Bd1	510840	511135	64-SD-ZT20-ELF3OX-RERUN_S8_peak_27	15	.	2.18012	1.59207	0.0	190
Bd1	526278	526546	64-SD-ZT20-ELF3OX-RERUN_S8_peak_28	58	.	4.076980000000001	5.87207	1.7345	124
Bd1	534144	534435	64-SD-ZT20-ELF3OX-RERUN_S8_peak_29	15	.	2.01779	1.5201200000000001	0.0	106
Bd1	540694	540998	64-SD-ZT20-ELF3OX-RERUN_S8_peak_30	22	.	2.5613099999999998	2.28194	0.0	184
Bd1	542557	542781	64-SD-ZT20-ELF3OX-RERUN_S8_peak_31	23	.	2.47201	2.36954	0.0	83
Bd1	577176	577461	64-SD-ZT20-ELF3OX-RERUN_S8_peak_32	29	.	2.8776	2.9599	0.0	180
Bd1	578592	578844	64-SD-ZT20-ELF3OX-RERUN_S8_peak_33	15	.	2.03422	1.5203200000000001	0.0	119
Bd1	602237	602458	64-SD-ZT20-ELF3OX-RERUN_S8_peak_34	24	.	2.5107	2.4356299999999997	0.0	111
Bd1	658956	659291	64-SD-ZT20-ELF3OX-RERUN_S8_peak_35	19	.	2.17075	1.9786700000000002	0.0	242
Bd1	664233	664577	64-SD-ZT20-ELF3OX-RERUN_S8_peak_36	40	.	3.41687	4.04482	0.63768	170
Bd1	682500	682717	64-SD-ZT20-ELF3OX-RERUN_S8_peak_37	19	.	2.1649	1.93576	0.0	128
Bd1	716771	716968	64-SD-ZT20-ELF3OX-RERUN_S8_peak_38	30	.	2.8470400000000002	3.01708	0.020030000000000003	124
Bd1	745400	745637	64-SD-ZT20-ELF3OX-RERUN_S8_peak_40	21	.	2.28578	2.15835	0.0	104
Bd1	755818	756057	64-SD-ZT20-ELF3OX-RERUN_S8_peak_41	26	.	2.48107	2.64875	0.0	101
Bd1	760722	760978	64-SD-ZT20-ELF3OX-RERUN_S8_peak_43	50	.	4.11227	5.068969999999999	1.19469	133
Bd1	761241	761435	64-SD-ZT20-ELF3OX-RERUN_S8_peak_44	21	.	2.5314200000000002	2.17688	0.0	108
Bd1	783665	783985	64-SD-ZT20-ELF3OX-RERUN_S8_peak_48	25	.	2.47282	2.58236	0.0	140
Bd1	804380	804724	64-SD-ZT20-ELF3OX-RERUN_S8_peak_49	21	.	2.58316	2.13207	0.0	96
Bd1	804964	805352	64-SD-ZT20-ELF3OX-RERUN_S8_peak_50	28	.	2.66316	2.8235200000000003	0.0	209
Bd1	816125	816585	64-SD-ZT20-ELF3OX-RERUN_S8_peak_51	29	.	2.7234	2.9599	0.0	376
